review_title,review,score,real_date,year,month,type,dataset
훌륭한 지역,"제가 예약한 호스텔이 있나. 지하철 역에 가깝, 이 지역에는 크고작은 커피샵과 레스토랑 바 westren 한국 길거리 음식. 많은 패션 상점을 찾을 수 있는, 영화, 게임 등등. 주민들은 멋진 분위기를",5,2015년 2월 ,2015,2, 친구,"훌륭한 지역 제가 예약한 호스텔이 있나. 지하철역에 갑갑, 이 지역에는 크고 작은 커피숍과 레스토랑 바 westren 한국 길거리 음식. 많은 패션 상점을 찾을 수 있는, 영화, 게임 등등. 주민들은 멋진 분위기를"
좋았을 것을 학교에 갔다.,"바쁜 낮, 밤과, 홍익대학교 주변 동네인 적하 펑키 패션, 훌륭한 음식, 오락 및 학생. 나는 마치 위원장 야옹 재킷, 하지만 그들은 모두 저에게 너무. 하 를 끝내 땀복 을 판매하는 조그마한 가게의 머리는 거리. 반드시 확인해야 합니다 낙서 패널, 많은 노점, 캠퍼스 자체는 재미있는 작품. 반드시 보는 자연 카페, 횡령 원괴체 차와 과 어울리지 확인받아야 밖을 양.",5,2015년 2월 ,2015,2, 친구,"좋았을 것을 학교에 갔다. 바쁜 낮, 밤과, 홍익대학교 주변 동네인 적하 펑키 패션, 훌륭한 음식, 오락 및 학생. 나는 마치 위원장 야옹 재킷, 하지만 그들은 모두 저에게 너무. 하를 끝내 땀복을 판매하는 조그마한 가게의 머리는 거리. 반드시 확인해야 합니다 낙서 패널, 많은 노점, 캠퍼스 자체는 재미있는 작품. 반드시 보는 자연 카페, 횡령 원과 체 차와 과 어울리지 확인받아야 밖을 양."
쇼핑을 좋아한다면...,"이 좋은 곳으로 특별한 선물을 찾는다면 어떤 친구에게 가족. 토요일 아침에 홍대, 이 마차 많은 수제 상품을 판매. 적극.",4,2015년 2월 ,2015,2, 친구,"쇼핑을 좋아한다면... 이 좋은 곳으로 특별한 선물을 찾는다면 어떤 친구에게 가족. 토요일 아침에 홍대, 이 마차 많은 수제 상품을 판매. 적극."
좋은 거리에서 청소년,"이 좋은 곳이기에. 호텔은 정말 좋은 분위기와 꽤 멋진 상점. 이 음식들 의 부하. 이 질문의 가치는 로컬, 가보는, 아주 압도적인 수의 선택.",5,2015년 2월 ,2015,2, 커플,"좋은 거리에서 청소년 이 좋은 곳이기에. 호텔은 정말 좋은 분위기와 꽤 멋진 상점. 이 음식들의 부하. 이 질문의 가치는 로컬, 가보는, 아주 압도적인 수의 선택."
좋은 경험,"작은 커피숍과 식당이 가득하 길. 아니라면 내부 기관으로, 몇 몇 가게는 겁이 떨어져. 커피숍도 좋고 많은 것을 한국 드라마, 그래서 만약 피크 시간 동안 군중 수.",4,2015년 2월 ,2015,2, 가족,"좋은 경험 작은 커피숍과 식당이 가득한 길. 아니라면 내부 기관으로, 몇몇 가게는 겁이 떨어져. 커피숍도 좋고 많은 것을 한국 드라마, 그래서 만약 피크 시간 동안 군중 수."
젊음이 넘치는 거리,사람이 많고 많이 변하긴 했지만 여전히 매력적인 동네입니다. 젊음의 기운을 느끼고싶다면 찾아가보면 좋을 것 같습니다.,4,2015년 3월 ,2015,3, 가족,젊음이 넘치는 거리 사람이 많고 많이 변하긴 했지만 여전히 매력적인 동네입니다. 젊음의 기운을 느끼고 싶다면 찾아가 보면 좋을 것 같습니다.
보통,젊은이들의 거리로써 대학생들의 문화와 길거리 공연이 볼만한곳으로써 대학생들의 문화를 볼수있다,4,2015년 3월 ,2015,3, 친구,보통 젊은이들의 거리로써 대학생들의 문화와 길거리 공연이 볼만한 곳으로써 대학생들의 문화를 볼 수 있다
활기 넘치는 곳,"음식도, 많은 사람들이 어디서나 거리 공연. 주말을 보내는 곳이 합니다... 전체의 에너지. 쇼핑하기 좋은 장소, 좋은 음식.",5,2015년 3월 ,2015,3, 친구,"활기 넘치는 곳 음식도, 많은 사람들이 어디서나 거리 공연. 주말을 보내는 곳이 합니다... 전체의 에너지. 쇼핑하기 좋은 장소, 좋은 음식."
"활기찬, 재미 거리","정말 마음에 드는 홍대 거리. 제가 지금은 한국 여행 중 최고였어요. 저는 모든 분주 한, 재미있는, 즐거운 음악. 거리에는 많은 길거리 공연 같은 느낌이 alive.i 등: 음악. 길에는 재능있는 뮤지션. 많은 상점들이 있습니다. 있고 조용한 거리. 하지만 시끄러운 네이 썬가에 있습니다. 모든 것은 제가 싫어 하는 길고 성능 식출 역 출구 갈 수밖에.",5,2015년 3월 ,2015,3, 가족,"활기찬, 재밋거리 정말 마음에 드는 홍대 거리. 제가 지금은 한국 여행 중 최고였어요. 저는 모든 분주 한, 재미있는, 즐거운 음악. 거리에는 많은 길거리 공연 같은 느낌이 alive.i 등: 음악. 길에는 재능 있는 뮤지션. 많은 상점들이 있습니다. 있고 조용한 거리. 하지만 시끄러운 네이 썬가에 있습니다. 모든 것은 제가 싫어하는 길고 성능 지출 역 출구 갈 수밖에."
멋진 곳이 유스,"모든 것을 찾을 수 있다! 제 아내와 저는 근처 게스트 하우스에 체크인. 좋은 것은 그냥 걸어갈 만한 거리 였습니다. 쇼핑, 음식 여행, 있습니다. 모든 것은 활기찬 분위기 입니다.",4,2015년 3월,2015,3,,"멋진 곳이 유스 모든 것을 찾을 수 있다! 제 아내와 저는 근처 게스트 하우스에 체크인. 좋은 것은 그냥 걸어갈 만한 거리였습니다. 쇼핑, 음식 여행, 있습니다. 모든 것은 활기찬 분위기입니다."
같은 서울보다,"좋은 쇼핑 센터 몇 블록.  항목이 수준으로 명동, 약간 싼 가격은 아니지만. 노크를 해주는 많은 디자이너 브랜드가 아닌 지역 상품이 대부분인데. 할 가치가 충분한 두 시간 이지만 고급스런 쇼핑을 할 수 있는 상품이 있습니다.",3,2015년 3월 ,2015,3, 커플,"같은 서울보다 좋은 쇼핑센터 몇 블록.  항목이 수준으로 명동, 약간 싼 가격은 아니지만. 노크를 해주는 많은 디자이너 브랜드가 아닌 지역 상품이 대부분인데. 할 가치가 충분한 두 시간이지만 고급스러운 쇼핑을 할 수 있는 상품이 있습니다."
"훌륭한 숙소, 식사 및 쇼핑","저는 이 곳, 한 사람이, 특히 토요일 night.you 저렴한 패션 아이템 쇼핑을 할 수 있는 옷.",4,2015년 3월 ,2015,3, 가족,"훌륭한 숙소, 식사 및 쇼핑 저는 이곳, 한 사람이, 특히 토요일 night.you 저렴한 패션 아이템 쇼핑을 할 수 있는 옷."
저렴하고 저렴한 쇼핑.,쇼핑하기 좋습니다! 저렴한 가격에 다양한 현지 음식과 옷을 찾을 수 있습니다. 나는 여기에 많이 샀다 속스!,4,2015년 3월 ,2015,3, 친구,저렴하고 저렴한 쇼핑. 쇼핑하기 좋습니다! 저렴한 가격에 다양한 현지 음식과 옷을 찾을 수 있습니다. 나는 여기에 많이 샀다 속소!
흥미로운 카페와 식당들이 저렴한,사랑합니다 치킨 에 맥주. 저렴한 음식보다 다른 것을 볼 수 있어서 흥미로운 있습니다. 가는 가치가 있습니다.,4,2015년 3월 ,2015,3, 친구,흥미로운 카페와 식당들이 저렴한 사랑합니다 치킨에 맥주. 저렴한 음식보다 다른 것을 볼 수 있어서 흥미로운 있습니다. 가는 가치가 있습니다.
그!,"홍대 주변은 환상적인, 항상 뭔가 하고. 거리 공연 많고, 주변에 저렴한 식당. 옷 가게도 모바일 (떡볶이, odaeng) pojangmachas 있습니다.  쉽게 액세스할 수 있습니다. 좋은 장소들이 활기찬.",5,2015년 3월 ,2015,3, 커플,"그! 홍대 주변은 환상적인, 항상 뭔가 하고. 거리 공연 많고, 주변에 저렴한 식당. 옷 가게도 모바일 (떡볶이, odaeng) pojangmachas 있습니다.  쉽게 액세스할 수 있습니다. 좋은 장소들이 활기찬."
나쁘지 않음,브로셔에서 볼 수 있는 것을 조금 넘게 했습니다. 미술 작업은 나쁘지 않다. 음악이 좀 시원한 저녁. 하지만 레스토랑은 가격에 준비되어 있습니다. 좋은 바베큐.,3,2015년 3월 ,2015,3, 커플,나쁘지 않음 브로슈어에서 볼 수 있는 것을 조금 넘게 했습니다. 미술 작업은 나쁘지 않다. 음악이 좀 시원한 저녁. 하지만 레스토랑은 가격에 준비되어 있습니다. 좋은 바비큐.
트렌디 한 젊은이,"이곳의 많은 트렌디 좋은 카페. 독특한 상점과 음식점이 대부분 여성들은 시키시기 거리에, 많은 젊은이 볼 수 있습니다.  하루 반나절 방문의 가치. 제가 가본 정오 시간과 많은 상점이 여전히 아직 열려 있지 않습니다. 거기에 늦은 오후.",4,2015년 3월 ,2015,3, 커플,"트렌디 한 젊은이 이곳의 많은 트렌디 좋은 카페. 독특한 상점과 음식점이 대부분 여성들은 시키시기 거리에, 많은 젊은이 볼 수 있습니다.  하루 반나절 방문의 가치. 제가 가본 정오 시간과 많은 상점이 여전히 아직 열려 있지 않습니다. 거기에 늦은 오후."
"길거리 음식, 쇼핑 및 엔터테인먼트","우리 호스텔은 이 영역 내에서. 쇼핑도 좋았고, 저렴한 가격에 다양한 상점에서. 우리 사는 화장품 과 미용 용품. 가게도 하나 사고 하나 선택한 제품을 제공합니다. 우리는 항상 저녁을 길거리 음식. Odeng 비용 500원. 밤에 골목길을 띠 었다.",4,2015년 3월 ,2015,3, 가족,"길거리 음식, 쇼핑 및 엔터테인먼트 우리 호스텔은 이 영역 내에서. 쇼핑도 좋았고, 저렴한 가격에 다양한 상점에서. 우리 사는 화장품과 미용 용품. 가게도 하나 사고 하나 선택한 제품을 제공합니다. 우리는 항상 저녁을 길거리 음식. Odeng 비용 500원. 밤에 골목길을 띠었다."
항상 분주,"홍대에서 묵 이 길은 몇 분 만에 우리 아파트.  다 먹은 작은 상점과 동경. 사방 에는 디저트 카페와 초콜릿 가지도. 확실히 좋은 곳에 묵을 서울, 아침에 커피와 조식을 즐길 수 있게 침실과 저녁에.",4,2015년 3월 ,2015,3, 커플,"항상 분주 홍대에서 묵 이 길은 몇 분 만에 우리 아파트.  다 먹은 작은 상점과 동경. 사방에는 디저트 카페와 초콜릿 가지도. 확실히 좋은 곳에 묵을 서울, 아침에 커피와 조식을 즐길 수 있게 침실과 저녁에."
언제가도 활기차고 좋은 곳,"애들이ㅠ생겨 예전만큼 자주는 못가지만 한번씩 갈 때마다 여전한 활기참이 좋아요. 이쁜 가게도 많고 버스킹하는 젊은이도 많고 맛집도 많고, 요샌 연남동 플리마켓도 이슈더라구요. 좋아여. 다만 애들하고 다니기엔 넘 정신없고 담배연기도 많은 편이긴 합니다.",4,2015년 4월,2015,4,,"언제 가도 활기차고 좋은 곳 애들이ㅠ생겨 예전만큼 자주는 못 가지만 한 번씩 갈 때마다 여전한 활기 참이 좋아요. 이쁜 가게도 많고 버스킹 하는 젊은이도 많고 맛 집도 많고, 요샌 연남동 플리마켓도 이슈더라고요. 좋아요. 다만 애들하고 다니기엔 너무 정신없고 담배연기도 많은 편이긴 합니다."
젊음의 거리 홍대!!,"뮤지션들이 많은 홍대. 그 만큼 자신들의 재능을 기부하는 버스킹을 심심찮게 접할 수 있으며, 의류 매장과 클럽 등 문화를 즐기기에 적합한 장소이다. 이 곳은 항상 젊음으로 가득차고, 밤낮 활기찬 동네다.",5,2015년 4월 ,2015,4, 비지니스,"젊음의 거리 홍대!! 뮤지션들이 많은 홍대. 그만큼 자신들의 재능을 기부하는 버스킹을 심심찮게 접할 수 있으며, 의류 매장과 클럽 등 문화를 즐기기에 적합한 장소이다. 이곳은 항상 젊음으로 가득 차고, 밤낮 활기찬 동네다."
지나가다가 보는정도,사람엄청많아서 어깨빵 당할수 있음 버려진 쓰레기도 많음 곳곳 공연도 하는데 그냥 찾아서 그 공연을 보는거 보다 지나다니다 공연하면 보는 정도?,3,2015년 4월 ,2015,4, 친구,지나가다가 보는 정도 사람 엄청 많아서 어깨빵 당할 수 있으면 버려진 쓰레기도 많음 곳곳 공연도 하는데 그냥 찾아서 그 공연을 보는 거보다 지나다니다 공연하면 보는 정도?
놀기 좋음,"많은 맛집 , 길거리 공연, 클럽 문화가 매력적인 곳이지만 너무 많은 인파와 쓰레기 때문에 방문이 꺼려지는 곳",4,2015년 4월 ,2015,4, 커플,"놀기 좋음 많은 맛 집, 길거리 공연, 클럽 문화가 매력적인 곳이지만 너무 많은 인파와 쓰레기 때문에 방문이 꺼려지는 곳"
젊음을 소통하는 공간,홍대는 언제부턴가 젊음을 소통하는 공간이 되어버렸네요 거리거리마다 평범하지 않은 상점들과 사람들로 넘쳐나서 갈때 마다 눈을 즐겁게 합니다 복잡하고 시끄럽다고 생각할 수 있지만 즐긴다는 마음으로 간다면 언제나 젊음과 신선함을 경험하는 곳,5,2015년 4월 ,2015,4, 커플,젊음을 소통하는 공간 홍대는 언제부턴가 젊음을 소통하는 공간이 되어버렸네요 거리거리마다 평범하지 않은 상점들과 사람들로 넘쳐나서 갈 때마다 눈을 즐겁게 합니다 복잡하고 시끄럽다고 생각할 수 있지만 즐긴다는 마음으로 간다면 언제나 젊음과 신선함을 경험하는 곳
멋지 장소,매일 밤 이 아주 사람. 많은 사람들이 여기에서 수다방. 홍대 카페거리 에서 쇼핑이나 나눌 수,5,2015년 4월 ,2015,4, 개인,먹지 장소 매일 밤 이 아주 사람. 많은 사람들이 여기에서 수다방. 홍대 카페거리에서 쇼핑이나 나눌 수
이곳에 올 때마다,"전체적인 이 곳에서 즐거운 시간을. 명동에 비해, 이 곳은 지역 들이 있습니다. 나는 작은 거리의 많고 많은 길을 잃을 수 있다. 매우 저렴한 가격에 수많은 카페와 레스토랑이 있습니다. 몇 시간을 쉽게 추가할 수 있습니다. 제 생각에 주말에 자유 시장 은 과대 평가. 학생들은 지원과 수공예품 해요), 하지만, 높은 가격에 팔 수입니다 인다의 아무것도 구입. 또한 우리는 한 시간 이상의 1 익 어 있는 그린웨이,.",5,2015년 4월 ,2015,4, 커플,"이곳에 올 때마다 전체적인 이곳에서 즐거운 시간을. 명동에 비해, 이곳은 지역들이 있습니다. 나는 작은 거리의 많고 많은 길을 잃을 수 있다. 매우 저렴한 가격에 수많은 카페와 레스토랑이 있습니다. 몇 시간을 쉽게 추가할 수 있습니다. 제 생각에 주말에 자유 시장 은 과대평가. 학생들은 지원과 수공예품 해요), 하지만, 높은 가격에 팔 수입니다 인다의 아무것도 구입. 또한 우리는 한 시간 이상의 1 익 어 있는 그린웨이,."
대부분의 가게들이 있는 집이,최고의 장소에서 학생들이 디자인을 어떻게 경험. 이 지역은 매우 합리적인 것들이 기 때문에 지역 학생 수 있습니다. 바비큐 가게 아리마를 것 같아요 하는 가장 :),5,2015년 4월,2015,4,,대부분의 가게들이 있는 집이 최고의 장소에서 학생들이 디자인을 어떻게 경험. 이 지역은 매우 합리적인 것들이 기 때문에 지역 학생 수 있습니다. 바비큐 가게 아리마를 것 같아요 하는 가장 :)
"자, 먹고, 반복","아주 편리한 곳에 많은 사람들이 일어나고 있고. 많은 거리의 음식, 예술을 즐길 수 있는 성능 및 서울 지역 예술가. 합리적인 가격에 다양한 쇼핑. 클럽 파티하는 경우 체크 아웃 goer. 역동적인 밤 문화는 더욱 흥미로운 같이 밤에 간다!",4,2015년 4월 ,2015,4, 친구,"자, 먹고, 반복 아주 편리한 곳에 많은 사람들이 일어나고 있고. 많은 거리의 음식, 예술을 즐길 수 있는 성능 및 서울 지역 예술가. 합리적인 가격에 다양한 쇼핑. 클럽 파티하는 경우 체크아웃 goer. 역동적인 밤 문화는 더욱 흥미로운 같이 밤에 간다!"
하지 않고 알고 있는 것을 찾을 수,"홍대 에는 놀라면 화이트 아웃 계획 가기로 했습니다. 그냥 궁금한 사람은 경험이 최고의 방법이며, 이동 중에 많은 작은 부티크, 스케이트 상점, 빈티지 상점 등, 여러 가지 독특한 커피와 커피 중에서 맛있는 음식을 먹고 형편없는 음식점을 찾고. 충분한 적이 없는 경우, 그 후, 수백 바와 클럽에 갈 수 있는 한국 스타일의 밤. 제가 추천하기 는 합정역 근처에 있는 부품 및 프랜차이즈 업체는 이렇게 적은 바 아래로 가게 됩니다.",5,2015년 4월 ,2015,4, 친구,"하지 않고 알고 있는 것을 찾을 수 홍대에는 놀라면 화이트아웃 계획 가기로 했습니다. 그냥 궁금한 사람은 경험이 최고의 방법이며, 이동 중에 많은 작은 부티크, 스케이트 상점, 빈티지 상점 등, 여러 가지 독특한 커피와 커피 중에서 맛있는 음식을 먹고 형편없는 음식점을 찾고. 충분한 적이 없는 경우, 그 후, 수백 바와 클럽에 갈 수 있는 한국 스타일의 밤. 제가 추천하기는 합정역 근처에 있는 부품 및 프랜차이즈 업체는 이렇게 적은 바 아래로 가게 됩니다."
재미있는 음식이 많은 곳이,"홍대에서 해결해 여행을 통해 6days, 주말에는 무슨 일이 일어나고 있는 중. 완전히 버릇 과 음식을 선택.",4,2015년 4월 ,2015,4, 친구,"재미있는 음식이 많은 곳이 홍대에서 해결해 여행을 통해 6days, 주말에는 무슨 일이 일어나고 있는 중. 완전히 버릇과 음식을 선택."
이 곳에 방문하여 토요일 밤에!,"제가 토요일 밤에 많은 흥미로운 거리 퍼포먼스가 있었다. 커버 한다는 춤, 기타, 노래, 등이 있습니다. 또한 많은 수의 가게, 귀여운 카페, 레스토랑이 있습니다.",4,2015년 4월 ,2015,4, 개인,"이곳에 방문하여 토요일 밤에! 제가 토요일 밤에 많은 흥미로운 거리 퍼포먼스가 있었다. 커버한다는 춤, 기타, 노래, 등이 있습니다. 또한 많은 수의 가게, 귀여운 카페, 레스토랑이 있습니다."
바쁜 것을 이곳에 있습니다,"이 곳은 이화여자대학교 hongyik 더 생동감 있는 가까운 대학 패션 거리와 비교했을 때, 저는 이전 방문. 더 많은 정보가 있지만 이화 에 있는 가게들 보다 패션 아리마를 것 같습니다.  저는 개인적으로 가장 선호하는 곳이 덜 붐비는 이화. 활기찬 장소 같은 경우, 젊은 분위기를 경험해 보는.",3,2015년 4월 ,2015,4, 커플,"바쁜 것을 이곳에 있습니다 이곳은 이화여자대학교 hongyik 더 생동감 있는 가까운 대학 패션 거리와 비교했을 때, 저는 이전 방문. 더 많은 정보가 있지만 이화에 있는 가게들 보다 패션 아리마를 것 같습니다.  저는 개인적으로 가장 선호하는 곳이 덜 붐비는 이화. 활기찬 장소 같은 경우, 젊은 분위기를 경험해 보는."
음식 거리,"2일 묵었지만, 한국 식당 등 많은 한국식 바베큐, 치킨과 맥주와 다른 특별한 한국 음식을 튀긴 음식들 길을 따라.  이 닫힐 수 있기때문에 홍익대학교 등에서 매일 여기에 식사가 벚꽃을 보고",4,2015년 4월 ,2015,4, 개인,"음식 거리 2일 묵었지만, 한국 식당 등 많은 한국식 바비큐, 치킨과 맥주와 다른 특별한 한국 음식을 튀긴 음식들 길을 따라.  이 닫힐 수 있기 때문에 홍익대학교 등에서 매일 여기에 식사가 벚꽃을 보고"
최고의 거리 음식과 가게들이,주변에 많은 저렴한 음식과 쇼핑할 수 있는 곳에. 이에 대한 자세한 내용은 최신 유행 측부에 - $1 - 소주(蘇州)... 수는 없습니다!,5,2015년 4월 ,2015,4, 가족,최고의 거리 음식과 가게들이 주변에 많은 저렴한 음식과 쇼핑할 수 있는 곳에. 이에 대한 자세한 내용은 최신 유행 측부에 - $1 - 소주(蘇州)... 수는 없습니다!
재미있는 시간,이 모든 것 을 즐길. 저희는 매일 밤에 방문하는 것이 많은 거리 공연을 즐길 수 있는 좋은 식당이 길에 항상 폽업식.,5,2015년 4월 ,2015,4, 친구,재미있는 시간 이 모든 것 을 즐길. 저희는 매일 밤에 방문하는 것이 많은 거리 공연을 즐길 수 있는 좋은 식당이 길에 항상 폽업식.
너무 많은 것을 할 수 있는,"너무 많은 것을 할 수 있는 홍대, 박물관에서 눈을 얼음, 부티크 상점들이 많고, 많은 카페와 레스토랑, 상점 등 적극적인 피부 관리하지 않습니다 (나는 여기에 명동 쇼핑 해) 명동에 많은 클럽 바가 있습니다. 사람들이 즐길 수 있는. 일반적으로 음식 포장 마차 밖에 있는 9번 출구, 메인 쇼핑 거리가 바로 길 건너편에 있고 정보 부스. 또한, 좋은 곳일 경우에는 여기에 경유 하기 때문에 그냥 직접 최고에요. 그래서, 공항에서 매우 편리.",5,2015년 4월 ,2015,4, 개인,"너무 많은 것을 할 수 있는 너무 많은 것을 할 수 있는 홍대, 박물관에서 눈을 얼음, 부티크 상점들이 많고, 많은 카페와 레스토랑, 상점 등 적극적인 피부 관리하지 않습니다 (나는 여기에 명동 쇼핑해) 명동에 많은 클럽 바가 있습니다. 사람들이 즐길 수 있는. 일반적으로 음식 포장마차 밖에 있는 9번 출구, 메인 쇼핑 거리가 바로 길 건너편에 있고 정보 부스. 또한, 좋은 곳일 경우에는 여기에 경유하기 때문에 그냥 직접 최고예요. 그래서, 공항에서 매우 편리."
내 마음에 드는 장소 :),"쇼핑, 레스토랑, 부티크 게, 술집, 커피샵... 이름이 있거든요. 이 때문에 조금 시끄러워서 밤에 얻을 수 있습니다 거리의 음악가 / 공연, 아주 특별한 곳이지만 또한 무엇을 만든다 :)",5,2015년 4월 ,2015,4, 친구,"내 마음에 드는 장소 :) 쇼핑, 레스토랑, 부티크 게, 술집, 커피숍... 이름이 있거든요. 이 때문에 조금 시끄러워서 밤에 얻을 수 있습니다 거리의 음악가 / 공연, 아주 특별한 곳이지만 또한 무엇을 만든다 :)"
아니나,"아마 저만. 이라는 곳이 참을 수 없이 큰 소리로 가득 찬. 성능 및 거리는 케이팝 의 마술 같은 것은 없다. 저는 이 곳에 높은 점수를 얼마나 많은 사람들이 궁금해. 하지만 이 경우 16 질린 컨트리 라이프, 다른 이야기가 될 수도 있다.",2,2015년 4월 ,2015,4, 커플,"아니나 아마 저만.이라는 곳이 참을 수없이 큰 소리로 가득 찬. 성능 및 거리는 케이팝의 마술 같은 것은 없다. 저는 이곳에 높은 점수를 얼마나 많은 사람들이 궁금해. 하지만 이 경우 16 질린 컨트리 라이프, 다른 이야기가 될 수도 있다."
즐거움과 젊음이 넘치는 곳,새벽까지도불야성을 이루는 곳 서울에 젊은이들은 다모이는 곳 곳곳에서 공연도 볼수있고 맛있는 음식점도 많습니다,5,2015년 5월 ,2015,5, 가족,즐거움과 젊음이 넘치는 곳 새벽까지도 불야성을 이루는 곳 서울에 젊은이들은 다 모이는 곳 곳곳에서 공연도 볼 수 있고 맛있는 음식점도 많습니다
