review_title,review,score,real_date,year,month,type,dataset
"빠른, 깨끗하고, 상당히 가격 및","저는 했습니다. 일반적으로 본갱도 더 빨리 거리 및 시간을 고려한다면 공항 체크인. 불편하지 않으면 할 수 있는 승무원들은 잘못된 자리에서. 그들은 관광객들 짜증 engilsh 웹 사이트 예약 시스템, 하지만, 거의 모든 웹 사이트 지원하지만 국가 푹투.  나는 이 가운데 4 좌석 킷트는 엄밀하게 가족들이 싫어. 제 친구와 저는 그 자리를 사랑합니다.  게 마실 수 있는 열차, 너무, 큰 소리로 하지 말 것.",4,2015년 9월 ,2015.0,9.0, 커플,"빠른, 깨끗하고, 상당히 가격 및 저는 했습니다. 일반적으로 본 갱도 더 빨리 거리 및 시간을 고려한다면 공항 체크인. 불편하지 않으면 할 수 있는 승무원들은 잘못된 자리에서. 그들은 관광객들 짜증 engilsh 웹 사이트 예약 시스템, 하지만, 거의 모든 웹 사이트 지원하지만 국가 폭투.  나는 이 가운데 4 좌석 키트는 엄밀하게 가족들이 싫어. 제 친구와 저는 그 자리를 사랑합니다.  게 마실 수 있는 열차, 너무, 큰 소리로 하지 말 것."
여행하기 좋은,서울에서 ktx 를 이용하여 대구 비행 베이징.  2시간 조금 넘게 걸렸다... 조용하기 때문에...  지하철을 자주 실행하기 위한 기다려야 30mins. 예약을 하고 가서 그냥 서울역... 미리 예약할 필요가 없...,4,2015년 9월 ,2015.0,9.0, 개인,여행하기 좋은 서울에서 ktx를 이용하여 대구 비행 베이징.  2시간 조금 넘게 걸렸다... 조용하기 때문에...  지하철을 자주 실행하기 위한 기다려야 30mins. 예약을 하고 가서 그냥 서울역... 미리 예약할 필요가 없...
쉬운 길을 한국,"8일 밤만 되어 있지만 한국에서 기차 시스템을 아래로 서울에서 부산 갈 수 있었어요. Ktx, 순조로웠고, 시간도 편안했습니다. 티켓을 사서 하는 일 없어요.",5,2015년 9월 ,2015.0,9.0, 커플,"쉬운 길을 한국 8일 밤만 되어 있지만 한국에서 기차 시스템을 아래로 서울에서 부산 갈 수 있었어요. Ktx, 순조로웠고, 시간도 편안했습니다. 티켓을 사서 하는 일 없어요."
"기차와 버스 시스템을 쉽게 여행하는 것이 한국에서, 한국식 교육이 조금은 있지만.",서울에서 광주로 가는 ktx 를 여행하기에 좋은. 퍼스트 클래스 섹션을 추가할 수 있는 조금 덜 붐비는. 그러나 가는 기차를 타고 광주에 있는 기차역이 있는 도시에서 버스를 한 시간을 전남 대학교 지역. 광주는 흩어져 있는 확인을 해서 닫기 전에 어떤 기차를 타고.,5,2015년 9월,2015.0,9.0,,"기차와 버스 시스템을 쉽게 여행하는 것이 한국에서, 한국식 교육이 조금은 있지만. 서울에서 광주로 가는 ktx를 여행하기에 좋은. 퍼스트 클래스 섹션을 추가할 수 있는 조금 덜 붐비는. 그러나 가는 기차를 타고 광주에 있는 기차역이 있는 도시에서 버스를 한 시간을 전남 대학교 지역. 광주는 흩어져 있는 확인을 해서 닫기 전에 어떤 기차를 타고."
편리,일반석기준으로 외국인이 타기엔 좁을수도 있으나 빨라서 좋아요 ktx가 없던 시절을 생각하면 어떻게 서울까지 이동했나 싶네요,4,2015년 11월 ,2015.0,11.0, 개인,편리 일반석 기준으로 외국인이 타기엔 좁을 수도 있으나 빨라서 좋아요 ktx가 없던 시절을 생각하면 어떻게 서울까지 이동했나 싶네요
정말 빠르고 편리하게 이용가능한 우수한 교통시설,"광명역에서 대전까지 약 50분 만에 도착했으며, 가는 내내 편하게 이동할 수 있어서 좋았습니다. 다만 아직도 이해할 수 없는 것이 검표 시스템인데 지하철도 하나하나 통과해서 지나가게 되어있는데 KTX 나 철도는 왜 검표를 하는 시스템이 제대로 안 갖춰져 있는건지 의문입니다.",4,2015년 11월 ,2015.0,11.0, 비지니스,"정말 빠르고 편리하게 이용 가능한 우수한 교통시설 광명역에서 대전까지 약 50분 만에 도착했으며, 가는 내내 편하게 이동할 수 있어서 좋았습니다. 다만 아직도 이해할 수 없는 것이 검표 시스템인데 지하철도 하나하나 통과해서 지나가게 되어있는데 KTX 나 철도는 왜 검표를 하는 시스템이 제대로 안 갖춰져 있는 건지 의문입니다."
매우 편안한,"서울에서 부산 가는 ktx. 쉽게 구매 프로세스를 역, 직원들은 영어를 이해하는 계산기를 사용한 의사소통은. 10 - 15분 마다 열차가 출발 이 어서 매우 편리합니다. 원활하고, 얼마나 빨리 길이고 기차 이동. 대부분의 사람들이 잠들다. 작은 짐을 넣을 공간이 있다면 다음에 짐을 조기에 그냥 계속 당신 옆에 있는 할당된 좌석은 불편한 경우가 될 수 있는 무거운 가방.",4,2015년 12월 ,2015.0,12.0, 커플,"매우 편안한 서울에서 부산 가는 ktx. 쉽게 구매 프로세스를 역, 직원들은 영어를 이해하는 계산기를 사용한 의사소통은. 10 - 15분마다 열차가 출발 이 어서 매우 편리합니다. 원활하고, 얼마나 빨리 길이고 기차 이동. 대부분의 사람들이 잠들다. 작은 짐을 넣을 공간이 있다면 다음에 짐을 조기에 그냥 계속 당신 옆에 있는 할당된 좌석은 불편한 경우가 될 수 있는 무거운 가방."
"빠른, 깨끗하고, 쉽게","오송 ktx 울산 역에서 열차를 타고 강남으로 수익 울산. Ktx도 좋았습니다. 나는 내가 온라인에서 티켓을 구입하고 그 티켓에 내 예약 번호를 선택합니다. 이 빠르고 편안합니다. 갔었는데 가격은 비쌌지만, 그만큼의 가치가 있지만 버스 시간 절약 및 처리 하는 것.  둘 다 답변하기 또한 쉽게 어디로 가야 좋았습니다. 자동차 좌석을 지정할 수 있고, 플랫폼 및 알이 수 있는 레이블이 기다려.  또한 무료 와이파이가 있는 기차의 화장실. 음식 카트도 일주 하는, 모든 역에 가서 음식을 살 수 있는 편의점이 있는 작은 잡지 나.  한 점은, 어떤 사람들은 큰 가방에 있는 짐이 없는 한, 하지만 실제로 사이에 차에 욕실이 마련되어 있습니다. 2곳을 더 큰 짐이 있었는데, 전에는 여분의 짐을 넣어두면 되는 곳이 있다. 작은 가방을 위로 한다. 처음에 큰 가방을 넣어 뒀다 위쪽에 있는 매우 잘하지만 어느 쪽이든.",5,2015년 12월 ,2015.0,12.0, 커플,"빠른, 깨끗하고, 쉽게 오송 ktx 울산역에서 열차를 타고 강남으로 수익 울산. Ktx도 좋았습니다. 나는 내가 온라인에서 티켓을 구입하고 그 티켓에 내 예약 번호를 선택합니다. 이 빠르고 편안합니다. 갔었는데 가격은 비쌌지만, 그만큼의 가치가 있지만 버스 시간 절약 및 처리하는 것.  둘 다 답변하기 또한 쉽게 어디로 가야 좋았습니다. 자동차 좌석을 지정할 수 있고, 플랫폼 및 알이 수 있는 레이블이 기다려.  또한 무료 와이파이가 있는 기차의 화장실. 음식 카트도 일주 하는, 모든 역에 가서 음식을 살 수 있는 편의점이 있는 작은 잡지 나.  한 점은, 어떤 사람들은 큰 가방에 있는 짐이 없는 한, 하지만 실제로 사이에 차에 욕실이 마련되어 있습니다. 2곳을 더 큰 짐이 있었는데, 전에는 여분의 짐을 넣어두면 되는 곳이 있다. 작은 가방을 위로한다. 처음에 큰 가방을 넣어 뒀다 위쪽에 있는 매우 잘하지만 어느 쪽이든."
깨끗하고 쉬운 방법을 공항에서 서울,"서울의 다운 타운을 아주 편안하게. 미리 알고 있는 한 우리의 숙제를 어디서 티켓을 얻을 위치가. 이곳에 여행을 다시 12월 2015. 43 분 만에 도착, 정지 없음",5,2015년 12월,2015.0,12.0,,"깨끗하고 쉬운 방법을 공항에서 서울 서울의 다운타운을 아주 편안하게. 미리 알고 있는 한 우리의 숙제를 어디서 티켓을 얻을 위치가. 이곳에 여행을 다시 12월 2015. 43 분 만에 도착, 정지 없음"
한국의 교육 서비스,"기차를 타고 서울에서 부산. 빨리, 편안하고 좋은 방법이기 에 있을 것입니다. 유일한 단점이 있어서 큰 가방에 넣을 수 있는 짐이 없 스토리지 랙크 의, 노인 이 있는 경우에는 또는 아암의. 왜 이러한 환상적인 기차 처리할 중국에서 한국 및 일본 관광객들에게 짐을 모두 지원할 것이 없는데.",4,2015년 12월,2015.0,12.0,,"한국의 교육 서비스 기차를 타고 서울에서 부산. 빨리, 편안하고 좋은 방법이기에 있을 것입니다. 유일한 단점이 있어서 큰 가방에 넣을 수 있는 짐이 없이 스토리지 랙 크 의, 노인 이 있는 경우에는 또는 아암의. 왜 이러한 환상적인 기차 처리할 중국에서 한국 및 일본 관광객들에게 짐을 모두 지원할 것이 없는데."
퍼스트 클래스,"티켓을 미리 예약을 2주 내 여자친구와 나는 다시 서울 부산의 형태로, 외국인의 경우 국가 이 기 때문에 업그레이드할 수 없을 수 있고, 그 지역 주민들이 원하지 않는 좌석을 할당한 다음, 더 나은 방법은 다 해 경제, 씼기 위해서 우리는 서로다른 두 캐리지 좌석, 좌석 및 설상가상으로 앞에 있는 마차가 있는 테이블이 없다, 및 모든 하위 바닥은 바로 뒤에 위치한 f... 문을 연 약 1000 배를 꼭 자동 시간, 원하는 자리가 있는데, 나는 무슨 일이 일어난 것이 한 번만 용서 복불복 이지만 동일한 방식으로 반환, 빠른 기차가 있어 우리를 생각합니다, 그래서 제 개인적으로는 결코 다시, 저는 당신의 제안을 그대로 경제 는 더 나은 경험을",2,2015년 12월,2015.0,12.0,,"퍼스트 클래스 티켓을 미리 예약을 2주 내 여자친구와 나는 다시 서울 부산의 형태로, 외국인의 경우 국가 이 기 때문에 업그레이드할 수 없을 수 있고, 그 지역 주민들이 원하지 않는 좌석을 할당한 다음, 더 나은 방법은 다 해 경제, 씻기 위해서 우리는 서로 다른 두 캐리지 좌석, 좌석 및 설상가상으로 앞에 있는 마차가 있는 테이블이 없다, 및 모든 하위 바닥은 바로 뒤에 위치한 f... 문을 연 약 1000 배를 꼭 자동 시간, 원하는 자리가 있는데, 나는 무슨 일이 일어난 것이 한 번만 용서 복불복이지만 동일한 방식으로 반환, 빠른 기차가 있어 우리를 생각합니다, 그래서 제 개인적으로는 결코 다시, 저는 당신의 제안을 그대로 경제는 더 나은 경험을"
완벽한 서비스,"나는 기차를 타고, 깨끗하고 효율적인, 길을 문제 없이 쉽게 티켓을 구입할 수",5,2016년 1월,2016.0,1.0,,"완벽한 서비스 나는 기차를 타고, 깨끗하고 효율적인, 길을 문제없이 쉽게 티켓을 구입할 수"
빠르고 편리하나 좁음.,"서울-부산, 서울-광주까지 정말 빠르고 편리하게 이용할 수 있는 열차입니다. 마음만 먹으면 하루만에 부산과 광주를 오갈 수 있어서, 국민들의 발이 되어 주고 있습니다. 다만 개선해야 할 점도 몇가지 눈에띄는데, 순방향 좌석과 역방향좌석에 가격차이가 없는 점, 정차역이 별로 없는 열차와 각 역마다 정차하는 열차가 요금에 차이가 없는 점, 좌석과 좌석간에 피치가 매우 좁은 점 등입니다.",5,2016년 3월 ,2016.0,3.0, 개인,"빠르고 편리하나 좁음. 서울-부산, 서울-광주까지 정말 빠르고 편리하게 이용할 수 있는 열차입니다. 마음만 먹으면 하루 만에 부산과 광주를 오갈 수 있어서, 국민들의 발이 되어 주고 있습니다. 다만 개선해야 할 점도 몇 가지 눈에 띄는데, 순방향 좌석과 역방향 좌석에 가격차이가 없는 점, 정차역이 별로 없는 열차와 각 역마다 정차하는 열차가 요금에 차이가 없는 점, 좌석과 좌석 간에 피치가 매우 좁은 점 등입니다."
편리하고 좋았습니다,"ktx를 타고 2시간을 가는 것과 비교할 때는 비행기에 37 mnts 여행 부산 과 서울 btwn. 깨끗하고, 친절한 직원과 음식/음료 카트 이 많았고요.",5,2016년 3월,2016.0,3.0,,"편리하고 좋았습니다 ktx를 타고 2시간을 가는 것과 비교할 때는 비행기에 37 mnts 여행 부산과 서울 btwn. 깨끗하고, 친절한 직원과 음식/음료 카트 이 많았고요."
서울 부산 ktx 왕복하여,우리가 부산에서 4D/3N 여행 3월 29일 - 16년 4월 2일. 서울에서 부산 서울역에서 ktx로 예약을 퍼스트 클래스 카운터. 자전거를 타고 편안했습니다. 방은 좌석과 다리 푹투. 무료로 사용할 수 있는 자동 판매기 에서 작은 병에 든 물. 이 여행은 약 2.5hrs. 가장 빠른 방법 외에도 부산으로 여행 본갱도. 좋은 전망.,4,2016년 3월 ,2016.0,3.0, 가족,서울 부산 ktx 왕복하여 우리가 부산에서 4D/3N 여행 3월 29일 - 16년 4월 2일. 서울에서 부산 서울역에서 ktx로 예약을 퍼스트 클래스 카운터. 자전거를 타고 편안했습니다. 방은 좌석과 다리 폭투. 무료로 사용할 수 있는 자동판매기에서 작은 병에 든 물. 이 여행은 약 2.5hrs. 가장 빠른 방법 외에도 부산으로 여행 본 갱도. 좋은 전망.
좋은 여행하기!,"Ktx 열차 좌석이 아주 편안합니다. 예약을 상등석 에서 부산. 편안한 좌석은 저에게 가장 긴 다리 방에 다시 만날 수 있기 때문에 이 문제는 기대 이상이었습니다. 직원들이 음식을 팔지 수 있는 경우 여행중에 배가 고프다. 부산은 2시간 40분 이동 시간. 좋은 좌석을, 사전에 예약. 제가 예약한 기차를 타고 한국어 교환 시 내의 모든 패스. 첫 번째 클래스 updgrades 사용할 수 있습니다. 저는 부산 이 최고 11,900 (편도) 을업그레이드. 3개의 좌석과 좌석이 4개 행 첫 번째 행을 경제. 경제 도 나쁘지는 않 이건데요.",4,2016년 3월 ,2016.0,3.0, 비지니스,"좋은 여행하기! Ktx 열차 좌석이 아주 편안합니다. 예약을 상등석에서 부산. 편안한 좌석은 저에게 가장 긴 다리 방에 다시 만날 수 있기 때문에 이 문제는 기대 이상이었습니다. 직원들이 음식을 팔지 수 있는 경우 여행 중에 배가 고프다. 부산은 2시간 40분 이동 시간. 좋은 좌석을, 사전에 예약. 제가 예약한 기차를 타고 한국어 교환 시 내의 모든 패스. 첫 번째 클래스 updgrades 사용할 수 있습니다. 저는 부산 이 최고 11,900 (편도) 을 업그레이드. 3개의 좌석과 좌석이 4개 행 첫 번째 행을 경제. 경제 도 나쁘지는 안 이건데요."
부드러운 ktx 여행,"부산 ktx가 하루를 계획하기 로 결정하고 2시간 40분 걸리는 소용돌이 가 서울역에서 부산역. 우리는 하루만 하고, 가장 논리적이고 대중 교통을 의미하는 듯. 이었기 때문입니다 오. 우리의 하루는 미리 구입을 할 수 있어서. 서로다른 여러 가공 패스를 수용하기 위해 필요한 여행. 검색 후, 가공하는 저렴한 이동 방법인 미리 좌석 예약을 할 수 없습니다. 운 좋게, 많은 좌석을 일찍 서울역 에 사용할 수 있습니다. 우리는 우리의 좌석에 앉아 함께 가공 패스 및 쿠폰을 교환을 아무 문제 없이. Agent 질문 시간에 자리를 예약할 수 있을 경우 부반송. 기차 탑승하는 매우 간단하므로... 당신은 이제 보드 열차 번호, 보드 기차 / 자동차 / 좌석 번호입니다. 아주 깨끗하고 편안한 카트 (같은 비행기 좌석 보다 더 넓었고 나머지 littke 발). 충분한 공간을 머리 위에 저장할 수 있습니다. 나는 화장실은 확인하지 않았다. 와이파이가 있는 것은 온보드 ktx 제외한 전체 터널. 많은 사람들을 얻을 수 있는 몇 가지 에피소드 kdrama 또는 보고해주세요. 작업을 수행할 수 있습니다. 우리가 모르는 사이에 시간과 부산역. 다시 에, 저희가 예약을 하는 것을 서울에 있었는데, 한 통을 확인하고 모든 보드가 우리 기차 탑승, 프로세스를 반복합니다. 또한 걸어서 갈 수 있는 카트를 통해 전체 직원과 스낵 과점심은. 부산역에서 생선 케이크를 합니다... 매우 긴 줄이 있지만 제어능! Ktx를 타고 부산으로 여행하게 하기 위한 감사합니다.",5,2016년 4월 ,2016.0,4.0, 친구,
좋은 서비스,서울에서 부산을 가는 ktx가 최고의 선택인 인터 버스에 비하면 사용했습니다. 합리적인 가격과 좋은 서비스. 가격 대비.,4,2016년 4월,2016.0,4.0,,좋은 서비스 서울에서 부산을 가는 ktx가 최고의 선택인 인터 버스에 비하면 사용했습니다. 합리적인 가격과 좋은 서비스. 가격 대비.
"신뢰할 수 있는, 편리한 시간에","서울에서 대전으로 가서 비즈니스 및 환상적인 경험이다. 깨끗하고, 효율적이고 빠른. 잘 알지도 못하는 경우 소음 및 진동 수준이 너무 낮아서 이동합니다. 좋은 서비스와 맛있는 음식과 음료가 온보드 수 있습니다. 위, 여행하기에 아주 좋은. 여행 좋은 좌석이 퍼스트 클래스이며, 편안한 휴식을.",5,2016년 4월 ,2016.0,4.0, 비지니스,"신뢰할 수 있는, 편리한 시간에 서울에서 대전으로 가서 비즈니스 및 환상적인 경험이다. 깨끗하고, 효율적이고 빠른. 잘 알지도 못하는 경우 소음 및 진동 수준이 너무 낮아서 이동합니다. 좋은 서비스와 맛있는 음식과 음료가 온보드 수 있습니다. 위, 여행하기에 아주 좋은. 여행 좋은 좌석이 퍼스트 클래스이며, 편안한 휴식을."
코레일 은 ktx 및 전달,"사람들이 다른 나라에서 - 코레일에 체크 인 -- 1일 패스를 살 수 있 최대 7일 - ktx 고속열차 및 변경다른 포함되어 있습니다. 버스 수 없습니다 또는 지하철. 전체적으로 여행하기 쉬운 나라. 서울에서 가 로 목포, 여수, 부산, 포항, 대구, 대전, 7일간의. 매우 쉽게 사용할 수 있습니다. 우리가 묵었던 전주 여행 1일 국가 가운데에서 목포.. 1일 여수 여행. 그는 부산. 나는 하루에 포항 여행 -- 수 있어야 합니다. 나는 밤과 서울 대전... 에 아주 편안했습니다. 코레일 웹 사이트에서 확인할 수 있습니다. - - 예약하기 전에 7일입니다. 시계가 시작됩니다 exchange 의 경우 쿠폰도 패스. 단지가 서울 지역에 머무를 뿐, 이 아니다.",5,2016년 4월 ,2016.0,4.0, 커플,"코레일 은 ktx 및 전달 사람들이 다른 나라에서 - 코레일에 체크인 -- 1일 패스를 살 수 있느 최대 7일 - ktx 고속 열차 및 변경 다른 포함되어 있습니다. 버스 수 없습니다 또는 지하철. 전체적으로 여행하기 쉬운 나라. 서울에서 가로 목포, 여수, 부산, 포항, 대구, 대전, 7일간의. 매우 쉽게 사용할 수 있습니다. 우리가 묵었던 전주 여행 1일 국가 가운데에서 목포.. 1일 여수 여행. 그는 부산. 나는 하루에 포항 여행 -- 수 있어야 합니다. 나는 밤과 서울 대전...에 아주 편안했습니다. 코레일 웹 사이트에서 확인할 수 있습니다. - - 예약하기 전에 7일입니다. 시계가 시작됩니다 exchange의 경우 쿠폰도 패스. 단지가 서울 지역에 머무를 뿐, 이 아니다."
좋은 경험이었다.,"나는 기차를 타고 전 세계, 그리고 맨 했습니다. 우리는 몇 차례 여행을 타고, 각 경험은 쉽게 - 도 하지 않는 언어를 구사하는 사람. 이곳은 깨끗하고 빠른 이동!",5,2016년 5월 ,2016.0,5.0, 비지니스,"좋은 경험이었다. 나는 기차를 타고 전 세계, 그리고 맨 했습니다. 우리는 몇 차례 여행을 타고, 각 경험은 쉽게 - 도 하지 않는 언어를 구사하는 사람. 이곳은 깨끗하고 빠른 이동!"
